epoch,dice_coefficient,loss,lr,val_dice_coefficient,val_loss
0,0.02349206432700157,0.9765093922615051,0.001,0.029310140758752823,0.9706913232803345
1,0.03539123758673668,0.9646103382110596,0.001,0.033896446228027344,0.9661051034927368
2,0.04117768257856369,0.958824098110199,0.001,0.033502981066703796,0.9664985537528992
3,0.03978126496076584,0.9602205753326416,0.001,0.029146894812583923,0.9708548784255981
4,0.03755825012922287,0.9624437093734741,0.001,0.03134404122829437,0.9686577916145325
5,0.04741620272397995,0.952585756778717,0.001,0.03381357342004776,0.9661883115768433
6,0.053835488855838776,0.9461666345596313,0.001,0.0334751270711422,0.9665268659591675
7,0.03812813386321068,0.9618740677833557,0.001,0.02632785029709339,0.9736744165420532
8,0.05049879476428032,0.9495035409927368,0.001,0.028954125940799713,0.9710481762886047
9,0.05749986320734024,0.9425026178359985,0.001,0.03332974389195442,0.9666725397109985
10,0.07183492928743362,0.9281676411628723,0.001,0.026338063180446625,0.9736641645431519
11,0.055257439613342285,0.9447454810142517,0.001,0.03379606828093529,0.9662060737609863
12,0.06795431673526764,0.9320485591888428,0.001,0.033376824110746384,0.9666253924369812
13,0.07366940379142761,0.926333487033844,0.001,0.028884943574666977,0.9711174964904785
14,0.07293189316987991,0.9270710945129395,0.001,0.032655153423547745,0.9673476219177246
15,0.07695917785167694,0.923043966293335,0.001,0.030501220375299454,0.9695018529891968
16,0.08272943645715714,0.9172737002372742,0.001,0.03157004341483116,0.9684334993362427
17,0.06839921325445175,0.9316040277481079,0.001,0.031664736568927765,0.9683393239974976
18,0.08564303815364838,0.9143602848052979,0.001,0.030691372230648994,0.9693134427070618
19,0.08096326142549515,0.9190402030944824,0.001,0.029334956780076027,0.970670223236084
20,0.09362621605396271,0.9063771963119507,0.001,0.030012106522917747,0.9699934124946594
21,0.08856476843357086,0.9114387631416321,0.001,0.03269091248512268,0.9673110246658325
22,0.09207084774971008,0.9079328775405884,0.001,0.02698609046638012,0.9730156064033508
23,0.09789343178272247,0.9021104574203491,0.001,0.032649893313646317,0.9673517942428589
24,0.09591019153594971,0.9040938019752502,0.001,0.02683364972472191,0.9731680154800415
25,0.09424740821123123,0.9057567715644836,0.001,0.029258262366056442,0.9707484245300293
26,0.10627764463424683,0.893726646900177,0.001,0.030216313898563385,0.969789981842041
27,0.10885617882013321,0.8911482095718384,0.001,0.029091890901327133,0.9709148406982422
28,0.10940609127283096,0.8905985355377197,0.001,0.028647227212786674,0.9713605642318726
29,0.10372839868068695,0.8962762355804443,0.001,0.02744574099779129,0.9725631475448608
30,0.11331377178430557,0.8866910338401794,0.001,0.02424503117799759,0.9757648706436157
31,0.12787647545337677,0.8721283674240112,0.001,0.025575602427124977,0.9744343757629395
32,0.11894959211349487,0.8810557723045349,0.001,0.02391645684838295,0.9760938882827759
33,0.11863412708044052,0.8813716173171997,0.001,0.025516018271446228,0.9744947552680969
34,0.1425384283065796,0.8574674129486084,0.001,0.026162518188357353,0.9738482236862183
35,0.1742422878742218,0.8257642984390259,0.001,0.02911706082522869,0.9708899259567261
36,0.17298880219459534,0.8270184397697449,0.001,0.030604200437664986,0.9694000482559204
37,0.17167358100414276,0.8283344507217407,0.001,0.030500438064336777,0.9695025682449341
38,0.18992005288600922,0.8100885152816772,0.001,0.033117856830358505,0.9668849110603333
39,0.23671023547649384,0.7632982730865479,0.001,0.030966756865382195,0.9690359830856323
40,0.24035191535949707,0.7596572041511536,0.001,0.03130737319588661,0.9686967730522156
41,0.24868181347846985,0.7513282895088196,0.001,0.02788228541612625,0.9721260070800781
42,0.24859671294689178,0.7514130473136902,0.001,0.02285980060696602,0.9771544337272644
43,0.27970194816589355,0.7203090190887451,0.001,0.01927541382610798,0.9807431101799011
44,0.29078635573387146,0.7092245221138,0.001,0.01802106946706772,0.9819996953010559
45,0.27511096000671387,0.7249017953872681,0.001,0.016108982264995575,0.9839136004447937
46,0.27501732110977173,0.7249965071678162,0.001,0.01465842965990305,0.9853662252426147
47,0.3003232479095459,0.6996911764144897,0.001,0.013958548195660114,0.986066460609436
48,0.38427072763442993,0.6157413125038147,0.001,0.012861673720180988,0.9871647953987122
49,0.3718184530735016,0.6281948685646057,0.001,0.010750160552561283,0.9892798662185669
50,0.3965621590614319,0.6034507155418396,0.001,0.010004894807934761,0.9900282621383667
51,0.38485509157180786,0.6151601672172546,0.001,0.008234147913753986,0.9917985796928406
52,0.4330078661441803,0.5670058727264404,0.001,0.0070047019980847836,0.9930294752120972
53,0.39635592699050903,0.6036611199378967,0.001,0.00721132243052125,0.9928230047225952
54,0.44286274909973145,0.5571532845497131,0.001,0.007038079667836428,0.992996096611023
55,0.3647838532924652,0.6352390646934509,0.001,0.006041690241545439,0.9939940571784973
56,0.4713173806667328,0.5286976099014282,0.001,0.004490527790039778,0.9955559968948364
57,0.40605631470680237,0.5939621925354004,0.001,0.004306274466216564,0.9957329630851746
58,0.39333611726760864,0.6066860556602478,0.001,0.004014701582491398,0.9960287809371948
59,0.4248613715171814,0.5751628875732422,0.001,0.003543625818565488,0.9964951276779175
60,0.5244669914245605,0.4755493998527527,0.001,0.0032025438267737627,0.99683678150177
61,0.43603411316871643,0.563986599445343,0.001,0.0030927076004445553,0.9969466924667358
62,0.5157970190048218,0.4842202365398407,0.001,0.002604104345664382,0.9974387288093567
63,0.47875794768333435,0.5212637186050415,0.001,0.0023974452633410692,0.9976455569267273
64,0.4993542730808258,0.5006712079048157,0.001,0.0023321069311350584,0.9977105855941772
65,0.5018705725669861,0.4981522262096405,0.001,0.002572886412963271,0.9974696040153503
66,0.5571629405021667,0.44285258650779724,0.001,0.0043114060536026955,0.9957289695739746
67,0.5532618761062622,0.4467570185661316,0.001,0.005957577843219042,0.9940788149833679
68,0.4574994146823883,0.5425295829772949,0.001,0.004103320650756359,0.9959350824356079
69,0.5228018164634705,0.4772180914878845,0.001,0.002590229967609048,0.9974503517150879
70,0.5571085214614868,0.44290947914123535,0.001,0.001923077623359859,0.9981176257133484
71,0.5842661261558533,0.4157506823539734,0.001,0.0017505636205896735,0.9982936978340149
72,0.5559734106063843,0.4440472722053528,0.001,0.001597661292180419,0.9984434247016907
73,0.5321428775787354,0.4678746163845062,0.001,0.0022877336014062166,0.9977473020553589
74,0.5126499533653259,0.4873681664466858,0.001,0.0012812040513381362,0.998762309551239
75,0.5568351149559021,0.4431881010532379,0.001,0.0010574260959401727,0.9989842176437378
76,0.5925095081329346,0.4075091481208801,0.001,0.0009266126435250044,0.9991186261177063
77,0.6013346314430237,0.39868438243865967,0.001,0.000993435736745596,0.9990493655204773
78,0.5615782737731934,0.4384426772594452,0.001,0.0007615707581862807,0.9992810487747192
79,0.6181291341781616,0.38188472390174866,0.001,0.0010594865307211876,0.9989763498306274
80,0.6017381548881531,0.3982769250869751,0.001,0.0009168057586066425,0.999119758605957
81,0.5422275066375732,0.4577977657318115,0.001,0.001281995209865272,0.9987567067146301
82,0.5857437252998352,0.41427668929100037,0.001,0.00428830087184906,0.9957444071769714
83,0.6535618901252747,0.3464510440826416,0.001,0.001965136732906103,0.9980689883232117
84,0.6419816613197327,0.35803335905075073,0.001,0.0027196190785616636,0.9973140954971313
85,0.5652316808700562,0.43479302525520325,0.001,0.0014299738686531782,0.9986076354980469
86,0.6517654061317444,0.34824779629707336,0.001,0.0008194852853193879,0.9992228746414185
87,0.574687123298645,0.4253385066986084,0.001,0.001014138339087367,0.9990283250808716
88,0.5975323915481567,0.4024922847747803,0.001,0.0009197093895636499,0.9991233944892883
89,0.6289073824882507,0.37111419439315796,0.001,0.0012995233992114663,0.9987407922744751
90,0.6248165965080261,0.37520232796669006,0.001,0.001251940499059856,0.9987870454788208
91,0.657625675201416,0.34239116311073303,0.001,0.0023653553798794746,0.9976674914360046
92,0.6639841198921204,0.3360320031642914,0.001,0.0020145592279732227,0.9980174899101257
93,0.5981127023696899,0.40191295742988586,0.001,0.0012396046658977866,0.9987943768501282
94,0.5932174324989319,0.4068024754524231,0.001,0.0038939916994422674,0.996136486530304
95,0.6058952808380127,0.39412522315979004,0.001,0.004060322418808937,0.9959704279899597
96,0.5995253324508667,0.4004940688610077,0.001,0.0006017526611685753,0.9994287490844727
97,0.6188253164291382,0.38119447231292725,0.001,0.0028925761580467224,0.9971376657485962
98,0.6467230916023254,0.3532910645008087,0.001,0.0006872864905744791,0.9993516802787781
99,0.5885927677154541,0.41142967343330383,0.001,0.00056177016813308,0.9994810223579407
100,0.6695069074630737,0.33050814270973206,0.001,0.0011513340286910534,0.9988853335380554
101,0.6235299110412598,0.37648868560791016,0.001,0.0006075145793147385,0.9994346499443054
102,0.6373283267021179,0.36269471049308777,0.001,0.0007352629327215254,0.9993063807487488
103,0.6521387696266174,0.3478794991970062,0.001,0.0008547985344193876,0.9991869926452637
104,0.6290034651756287,0.3710276782512665,0.001,0.0008618870633654296,0.9991806149482727
105,0.6081134080886841,0.3919107913970947,0.001,0.0008325754897668958,0.9992057681083679
106,0.6808619499206543,0.3191509544849396,0.001,0.031016437336802483,0.9690161943435669
107,0.6367138028144836,0.3633071780204773,0.001,0.007704692427068949,0.9923309087753296
108,0.6240043640136719,0.37601661682128906,0.001,0.09272966533899307,0.9072940945625305
109,0.6270685791969299,0.37294846773147583,0.001,0.2095368653535843,0.7904828190803528
110,0.6297834515571594,0.3702363669872284,0.001,0.03639959916472435,0.96363765001297
111,0.7105676531791687,0.28944599628448486,0.001,0.0009430113132111728,0.9991005659103394
112,0.5850926637649536,0.41493839025497437,0.001,0.0008108139154501259,0.9992247819900513
113,0.652661144733429,0.34735703468322754,0.001,0.0032637636177241802,0.9967688322067261
114,0.6642118692398071,0.3358059227466583,0.001,0.0012250368017703295,0.9988130331039429
115,0.6131149530410767,0.38690897822380066,0.001,0.0009880452416837215,0.9990518689155579
116,0.615718424320221,0.384306937456131,0.001,0.00048053220962174237,0.9995623826980591
117,0.6551690697669983,0.3448488116264343,0.001,0.0011239066952839494,0.9989134073257446
118,0.6857817769050598,0.31423184275627136,0.001,0.0014854911714792252,0.9985529780387878
119,0.6894921064376831,0.3105219006538391,0.001,0.0003720934328157455,0.9996697306632996
120,0.6522289514541626,0.34779080748558044,0.001,0.00029666104819625616,0.9997415542602539
121,0.6482001543045044,0.35182058811187744,0.001,0.0008569682249799371,0.9991778135299683
122,0.6745129227638245,0.3255048096179962,0.001,0.000335948629071936,0.9997046589851379
123,0.7040799856185913,0.2959320545196533,0.001,0.0003794905205722898,0.9996631741523743
124,0.6335052251815796,0.36651915311813354,0.001,0.0014962878776714206,0.9985474348068237
125,0.6679783463478088,0.3320399224758148,0.001,0.008479468524456024,0.9915526509284973
126,0.6444697976112366,0.3555545508861542,0.001,0.0003706479037646204,0.9996669888496399
127,0.6319472193717957,0.36807724833488464,0.000100000005,0.0003827527107205242,0.9996539950370789
128,0.6081818342208862,0.3918450176715851,0.000100000005,0.0005298278410919011,0.9995063543319702
129,0.6942280530929565,0.3057869076728821,0.000100000005,0.0017063218401744962,0.9983350038528442
130,0.6933121681213379,0.30670201778411865,0.000100000005,0.0031444921623915434,0.9968927502632141
131,0.6888152360916138,0.311198890209198,0.000100000005,0.010716265067458153,0.9893218278884888
132,0.6718941330909729,0.3281245529651642,0.000100000005,0.026242900639772415,0.9737991094589233
133,0.6276729702949524,0.3723500370979309,0.000100000005,0.04606618732213974,0.9539684057235718
134,0.6799913048744202,0.3200264871120453,0.000100000005,0.06260151416063309,0.9374330639839172
135,0.7245166301727295,0.27549540996551514,0.000100000005,0.023072199895977974,0.976974368095398
136,0.6866413354873657,0.31337645649909973,0.000100000005,0.060644205659627914,0.9393917918205261
137,0.6630180478096008,0.3370060622692108,0.000100000005,0.07153455913066864,0.9285010099411011
138,0.6840994358062744,0.31591784954071045,0.000100000005,0.1141800805926323,0.8858550786972046
139,0.6345337629318237,0.36549055576324463,0.000100000005,0.14113199710845947,0.8588994145393372
140,0.6709782481193542,0.329041451215744,0.000100000005,0.16226159036159515,0.8377702832221985
141,0.6506384611129761,0.3493867814540863,0.000100000005,0.19216248393058777,0.8078649640083313
142,0.7265675663948059,0.27344414591789246,0.000100000005,0.09700694680213928,0.9030328989028931
143,0.6813973188400269,0.3186199367046356,0.000100000005,0.2774878740310669,0.7225390672683716
144,0.6793975234031677,0.3206191956996918,0.000100000005,0.2550395429134369,0.7449840903282166
145,0.6314079165458679,0.3686225414276123,0.000100000005,0.270628958940506,0.7293946743011475
146,0.6657108068466187,0.3343057334423065,0.000100000005,0.2676706612110138,0.732352614402771
147,0.6851776838302612,0.3148413896560669,0.000100000005,0.2610907256603241,0.738935649394989
148,0.6574640870094299,0.342559278011322,0.000100000005,0.2893698513507843,0.7106527090072632
149,0.6830726861953735,0.3169429302215576,0.000100000005,0.29324182868003845,0.7067805528640747
150,0.6761981248855591,0.3238206207752228,0.000100000005,0.3197123110294342,0.6803114414215088
151,0.7129424810409546,0.2870708405971527,0.000100000005,0.37485983967781067,0.6251592040061951
152,0.6572557687759399,0.3427638113498688,0.000100000005,0.3827558755874634,0.6172613501548767
153,0.6990805268287659,0.3009350299835205,0.000100000005,0.4007587432861328,0.5992582440376282
154,0.6770716309547424,0.32294654846191406,0.000100000005,0.40441709756851196,0.5956001877784729
155,0.6909293532371521,0.3090858459472656,0.000100000005,0.4155838191509247,0.584433913230896
156,0.7113205790519714,0.28869208693504333,0.000100000005,0.41318458318710327,0.5868333578109741
157,0.710983157157898,0.2890302538871765,0.000100000005,0.4119950830936432,0.5880234241485596
158,0.6992882490158081,0.3007255792617798,1.0000001e-05,0.4215809106826782,0.5784397125244141
159,0.7203680872917175,0.2796441912651062,1.0000001e-05,0.42875203490257263,0.5712653398513794
160,0.6547905802726746,0.3452340066432953,1.0000001e-05,0.46390166878700256,0.536115288734436
161,0.6554175019264221,0.3446083962917328,1.0000001e-05,0.45072662830352783,0.5492898225784302
162,0.7188944220542908,0.2811203896999359,1.0000001e-05,0.4569646120071411,0.5430514812469482
163,0.7184113264083862,0.28160229325294495,1.0000001e-05,0.42365047335624695,0.5763694047927856
164,0.6667402982711792,0.3332851529121399,1.0000001e-05,0.46764934062957764,0.5323658585548401
165,0.6909546256065369,0.309064120054245,1.0000001e-05,0.4719676375389099,0.5280473232269287
166,0.6587743759155273,0.34124600887298584,1.0000001e-05,0.49644505977630615,0.5035698413848877
167,0.6862202286720276,0.313797265291214,1.0000001e-05,0.4811958968639374,0.5188186764717102
168,0.6716058850288391,0.32841044664382935,1.0000001e-05,0.479651540517807,0.5203632116317749
169,0.7120715379714966,0.28794264793395996,1.0000001e-05,0.48513394594192505,0.5148804783821106
170,0.7051001787185669,0.2949148714542389,1.0000001e-05,0.4998265206813812,0.50018709897995
171,0.6839175820350647,0.31609833240509033,1.0000001e-05,0.5004639029502869,0.4995494782924652
172,0.7012361288070679,0.2987781763076782,1.0000001e-05,0.50519859790802,0.4948144853115082
173,0.6870896220207214,0.31293243169784546,1.0000001e-06,0.5135531425476074,0.4864601492881775
174,0.7096884250640869,0.2903271019458771,1.0000001e-06,0.5333622694015503,0.46665048599243164
175,0.7064113020896912,0.2936025857925415,1.0000001e-06,0.5178701877593994,0.4821423590183258
176,0.7311192750930786,0.2688916325569153,1.0000001e-06,0.5444850921630859,0.45552724599838257
177,0.6903460621833801,0.3096728026866913,1.0000001e-06,0.5235570669174194,0.4764554500579834
178,0.6552943587303162,0.3447287380695343,1.0000001e-06,0.5451720356941223,0.45484012365341187
179,0.6890908479690552,0.31092748045921326,1.0000001e-06,0.5254622101783752,0.47455015778541565
180,0.6605749726295471,0.33944520354270935,1.0000001e-06,0.5304169058799744,0.46959495544433594
181,0.6742632389068604,0.32575732469558716,1.0000001e-06,0.5285170078277588,0.47149476408958435
182,0.6140297651290894,0.38600340485572815,1.0000001e-06,0.5240368843078613,0.47597527503967285
183,0.7026581764221191,0.29735785722732544,1.0000001e-06,0.5347856879234314,0.4652259349822998
184,0.7156479954719543,0.2843654751777649,1.0000001e-06,0.5324927568435669,0.46751880645751953
185,0.7077112197875977,0.2923101484775543,1.0000001e-06,0.5354780554771423,0.464533269405365
186,0.6901422739028931,0.3098767399787903,1.0000001e-06,0.534440279006958,0.46557122468948364
187,0.7024986743927002,0.29752036929130554,1.0000001e-06,0.5327072739601135,0.46730393171310425
188,0.6460000872612,0.35402053594589233,1.0000001e-06,0.5277153253555298,0.4722962975502014
189,0.6665986776351929,0.33342209458351135,1.0000001e-06,0.5337180495262146,0.4662930369377136
190,0.6898600459098816,0.3101581335067749,1.0000001e-06,0.5373350977897644,0.46267595887184143
191,0.6711922287940979,0.3288297951221466,1.0000001e-06,0.5369829535484314,0.4630280137062073
192,0.6814139485359192,0.318602979183197,1.0000001e-07,0.5332205891609192,0.46679019927978516
193,0.6781545877456665,0.32186785340309143,1.0000001e-07,0.5336592197418213,0.46635156869888306
194,0.6892013549804688,0.3108205199241638,1.0000001e-07,0.5317665338516235,0.46824461221694946
195,0.711401104927063,0.28861260414123535,1.0000001e-07,0.5129045844078064,0.4871085286140442
196,0.6917353868484497,0.3082834482192993,1.0000001e-07,0.5345013737678528,0.4655093550682068
197,0.6984605193138123,0.30155694484710693,1.0000001e-07,0.5349836945533752,0.4650270342826843
198,0.7022635340690613,0.2977520227432251,1.0000001e-07,0.5335693955421448,0.4664415419101715
199,0.6775360107421875,0.32248106598854065,1.0000001e-07,0.5406091213226318,0.45940160751342773
200,0.6683523058891296,0.3316710591316223,1.0000001e-07,0.535762369632721,0.46424826979637146
201,0.6930468678474426,0.30697086453437805,1.0000001e-07,0.5807921290397644,0.41921815276145935
202,0.6986848711967468,0.3013291656970978,1.0000001e-07,0.515264093875885,0.4847487509250641
203,0.678022027015686,0.3219986855983734,1.0000001e-07,0.536382794380188,0.46362781524658203
204,0.7043057680130005,0.2957095801830292,1.0000001e-07,0.5403186678886414,0.4596919119358063
205,0.7177735567092896,0.2822391986846924,1.0000001e-07,0.49359309673309326,0.5064204931259155
206,0.7210453748703003,0.2789660394191742,1.0000001e-07,0.5439128279685974,0.45609766244888306
207,0.7094089984893799,0.2906053364276886,1.0000001e-08,0.5414609909057617,0.45854949951171875
208,0.6665546298027039,0.3334670960903168,1.0000001e-08,0.5440402030944824,0.45597022771835327
209,0.6971766352653503,0.30283957719802856,1.0000001e-08,0.5378237366676331,0.4621867537498474
210,0.7140617370605469,0.2859525680541992,1.0000001e-08,0.5401106476783752,0.45989999175071716
211,0.6627345085144043,0.3372862935066223,1.0000001e-08,0.5377248525619507,0.4622856080532074
212,0.5916355848312378,0.40840843319892883,1.0000001e-08,0.5376489162445068,0.46236151456832886
213,0.6461660265922546,0.35386550426483154,1.0000001e-08,0.5583645701408386,0.44164568185806274
214,0.7120618224143982,0.287950336933136,1.0000001e-08,0.53464674949646,0.4653650224208832
215,0.7224313616752625,0.27758079767227173,1.0000001e-08,0.5409162044525146,0.45909443497657776
216,0.7177078127861023,0.2823050320148468,1.0000001e-08,0.5409694314002991,0.4590410590171814
217,0.6961207985877991,0.3038928508758545,1.0000001e-08,0.5348933339118958,0.46511849761009216
218,0.7137058973312378,0.28630924224853516,1.0000001e-08,0.5353946685791016,0.4646170735359192
219,0.7061001658439636,0.2939157783985138,1.0000001e-08,0.5187217593193054,0.4812907576560974
220,0.6917315721511841,0.3082861304283142,1.0000001e-08,0.5408124923706055,0.4591980576515198
221,0.6549089550971985,0.34511515498161316,1.0000001e-08,0.5435440540313721,0.4564661383628845
222,0.6639133095741272,0.3361085057258606,1e-08,0.561976969242096,0.43803316354751587
223,0.6786662340164185,0.3213559687137604,1e-08,0.5397322773933411,0.46027833223342896
224,0.6675993800163269,0.3324277997016907,1e-08,0.58279949426651,0.41721057891845703
225,0.6796945333480835,0.32032328844070435,1e-08,0.5403459668159485,0.4596644341945648
226,0.6822453737258911,0.3177751302719116,1e-08,0.5339981317520142,0.46601349115371704
227,0.6597862839698792,0.3402332365512848,1e-08,0.5421926379203796,0.45781761407852173
228,0.6970568895339966,0.3029579222202301,1e-08,0.5457193851470947,0.45429080724716187
229,0.702354371547699,0.29766330122947693,1e-08,0.5384762287139893,0.4615340828895569
230,0.6944146156311035,0.3056003451347351,1e-08,0.5340222120285034,0.4659894108772278
231,0.6403592228889465,0.3596670627593994,1e-08,0.5166422724723816,0.48337021470069885
232,0.720282793045044,0.27972954511642456,1e-08,0.5419213771820068,0.45808887481689453
233,0.7009343504905701,0.2990818917751312,1e-08,0.5419893264770508,0.45802098512649536
234,0.7096544504165649,0.2903589606285095,1e-08,0.5831100344657898,0.4168999195098877
235,0.7194470167160034,0.2805657982826233,1e-08,0.5412798523902893,0.45873045921325684
236,0.693557858467102,0.3064591884613037,1e-08,0.4960310459136963,0.5039820075035095
237,0.7074212431907654,0.2925930917263031,1e-08,0.5340116024017334,0.46599894762039185
238,0.6785670518875122,0.321450799703598,1e-08,0.5358788967132568,0.46413174271583557
239,0.6971414685249329,0.30287250876426697,1e-08,0.5578671097755432,0.44214314222335815
240,0.6878248453140259,0.3121908903121948,1e-08,0.5394930839538574,0.46051710844039917
241,0.70756995677948,0.2924433648586273,1e-08,0.49517136812210083,0.504841685295105
242,0.6833666563034058,0.3166543245315552,1e-08,0.5440815091133118,0.45592862367630005
243,0.6870867609977722,0.312930166721344,1e-08,0.5178285241127014,0.4821838438510895
244,0.7178717255592346,0.28214043378829956,1e-08,0.5403823852539062,0.4596281945705414
245,0.7042602300643921,0.2957551181316376,1e-08,0.583214282989502,0.4167957305908203
246,0.6862154006958008,0.31380221247673035,1e-08,0.5462477207183838,0.4537624716758728
247,0.6819806694984436,0.31803572177886963,1e-08,0.5423247218132019,0.45768553018569946
248,0.704799473285675,0.29521289467811584,1e-08,0.5387666821479797,0.46124354004859924
249,0.6911557912826538,0.30885937809944153,1e-08,0.5406031012535095,0.45940738916397095
